"ID"	"우선순위"	"유형"	"확인수준"	"수정위치"	"원문위치"	"문제"	"원문발췌"	"수정안_필요근거"	"보존할내용"	"im-not-ai규칙"
"OA-09"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"statement.md:21; testbed.md:79; plain-summary.md:30"	"모든 판단·모든 이벤트·빠짐없는 기록이라는 표현은 기록되지 않는 내적 판단까지 포함하는 듯하다."	"이 루프 안의 모든 판단을 이벤트 단위로 기록하는"	"“이 루프에서 정의한 선택·제출·규칙 적용 이벤트를 기록하는”으로 대상 범위를 정하고 이벤트 종류·누락 검사 범위를 연결한다. “탑이 얼마나 튼튼해졌는지”는 “그다음 제출과 게임 점수가 어땠는지”에 대응한다는 설명을 붙인다. 개선·이해도 상승을 직접 기록했다고 확대하지 않는다."	"이벤트별 로깅 성과, 공책 비유, 실제 기록의 완전성은 검증 범위 안에서만 주장"	""
"OA-12"	"보통"	"구조"	"공개 문서 대조"	"정본"	"testbed.md:87; lab-notes.md:27; experiments/model-selection.md:1767"	"현재 모델 구성표가 Core·NPC 두 슬롯만 보여 주고 9/18 임베딩 채택 상태를 안내하지 않는다."	"제출 서빙 구성 (2026-09-17 확정)"	"표가 9/17 역사 기록이면 “9/17의 Core·NPC 구성; 9/18 임베딩 추가는 A.21 참고”를 붙인다. 현재 구성표로 쓸 경우 9/18 확인 후 임베딩 행을 추가하고 역할을 “직접 작성 규칙이 거부될 때 제시할 대안 순위”로 명시한다. 모델·차원은 A.21 정본을 그대로 따른다."	"9/17 결정 기록, 채점용 임베딩과 추천 순위용 임베딩의 차이"	""
"OA-13"	"보통"	"주장 범위"	"공개 문서 대조"	"정본"	"testbed.md:84; experiments/model-selection.md:1489; lab-notes.md:29"	"provider 전환이 설정 두 줄로 끝난다는 일반화가 실제 어댑터·러너 수정 기록의 조건을 숨긴다."	"provider 전환은 설정 두 줄(provider·모델 이름)로 끝나고 엔진"	"“지원 어댑터의 호환성 검증과 필요한 수정이 끝난 뒤에는 provider·모델 설정으로 전환한다. 이번 외부 API 평가에서는 어댑터·러너와 출력 상한 처리도 수정했다”로 전환 전제와 이번 변경 범위를 나눈다. 동일 러너 비교에는 수정 전후 커밋을 함께 적는다."	"어댑터 분리 설계의 장점, 설정으로 바꾸는 운영 방식"	""
"OA-14"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"testbed.md:93; lab-notes.md:48"	"GPU 한 장이면 동시 접속이 한 명이라는 설명은 하드웨어 일반 한계와 이번 운영 조건을 혼동한다."	"GPU 1장에서는 동시 접속이 1명으로 묶이고"	"“이번 로컬 구성과 운영 정책에서는 동시 플레이를 1명으로 제한했다”와 같이 프로젝트 조건으로 한정하되 실제 정책·부하 실측 여부를 먼저 확인한다. 공개 허용 범위 안에서 제한의 근거를 설명하고 미측정 처리량을 새로 만들지 않는다."	"심사 기간 가용성 때문에 외부 서빙을 택한 이유"	""
"OA-15"	"보통"	"주장 범위"	"공개 문서 대조"	"정본"	"testbed.md:104; experiments/model-selection.md:47; experiments/model-selection.md:1482"	"시스템 지표 전체 실측 완료라는 문장이 모델·러너별 누설 미측정과 다르다."	"→ [Exp 1 — 모델 선정]({{ '/experiments/model-selection/' | relative_url }})에서 실측 완료."	"“Exp 1에서 모델·러너별로 측정했다. 항목마다 완료·미측정 상태는 다르다”로 쓰고 지표별 상태표의 앵커를 연결한다. Identity leak과 메타 표현 한 건 관찰, 금칙어 누설율의 정식 측정을 구분한다."	"수행한 시스템 평가와 실제 누설 관측, NOT RUN 표기"	""
"OA-16"	"보통"	"독해"	"추가 출처 확인 필요"	"정본과 해설"	"index.md:63; testbed.md:36; testbed.md:54; testbed.md:56; prereg.md:39; experiments/human-observations.md:60"	"실패 설명, AI 제안의 rationale, 신의 질문, 원숭이손, 직접 쓰기 대안이 한 루프 그림에서 같은 단계처럼 보인다."	"플레이어가 매 회차 마주하는 선택 구조 (신의개입):"	"그림 아래에 “실패 원인을 설명하는 단계와 AI 제안에 이유를 붙이는 Rationale A/B는 다르다”를 붙인다. 실제 UI 흐름에서 원숭이손 수락/거절, 추천 옵션 선택, 직접 작성의 분기를 표시하고 “AI Option 1–3”가 어떤 시점의 후보인지 명시한다. 이벤트명은 각 단계 옆에 연결하되 임의의 1:1 대응은 구현에서 확인한다."	"흐름도·코드 식별자·A/B 조작의 정의"	""
"OA-17"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"plain-summary.md:40; plain-summary.md:52; experiments/human-observations.md:60"	"비유 대응표는 모든 로봇 카드를 원숭이손으로 대응시키지만 14건에는 추천 옵션 8건도 포함된다."	"로봇이 내미는 카드 | AI가 제안하는 개입 (원숭이손)"	"해당 대응을 “AI가 제안한 규칙: 원숭이손 개입과 AI 추천 옵션”으로 넓혀 실제 14건의 구성과 맞춘다. 원숭이손 자체의 제안 수락률 6/9는 규칙 출처 비율 14/20과 다른 분모임을 본편 링크에서 확인하도록 한다."	"교육용 비유 전체, 6+8=14의 집계"	""
"OA-19"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"plain-summary.md:43; experiments/human-observations.md:111"	"다섯 번째 탑까지 쌓았다는 비유가 5판 추가 또는 다섯 번째 시나리오로 읽힐 수 있다."	"그 뒤 다섯 번째 탑까지 끝까지 쌓은 판이 하나 더 들어왔다."	"“그 뒤 한 판 안에서 다시 쌓기를 다섯 번 반복한, 즉 5회차를 완주한 사례가 하나 더 들어왔다”로 판과 회차를 구분한다. 앞의 여섯 판과 기구 변경으로 합치지 않았다는 문장은 유지한다."	"후속 1판·5회차 완주, 기존 집계와 분리"	""
"OA-22"	"보통"	"수치·정의"	"공개 문서 대조"	"정본과 해설"	"limitations.md:47; experiments/model-selection.md:1484"	"19/20 채점기 일치율이 어떤 발화 표본의 비교인지 요약에서 빠져 일반적 동등성처럼 읽힌다."	"두 채점기의 일치율은 19/20(95%)이다."	"“Haiku 1차 로그에서 고른 같은 발화 20건을 두 채점기로 재채점했을 때 일치한 것은 19건(95%)이다. 이 비교가 모든 정책·모델에서의 동등성을 뜻하지는 않는다”로 표본을 붙인다. 2회 반복과 20건 분모의 관계도 상세 기록에 연결한다."	"19/20(95%), 교체일·모델, 교체 전후 수치 분리"	""
"OA-23"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"limitations.md:52; lab-notes.md:39"	"문자 수에 단가를 곱한다는 비용 설명에 문자→토큰 가정과 비용 누락 항목이 생략된다."	"입출력 문자 수에 단가를"	"limitations에도 “기록된 입출력 문자 수를 토큰으로 환산하는 가정과 모델별 입력·출력 단가를 적용한 추정”이라고 쓰고 환산식·단가 기준일·통화·thinking·재생성·임베딩 제외 여부를 비용 정본에 연결한다. 실제 산식이 문자당 단가이면 그 변환 방식을 그대로 명시한다. 87~94%와 56~68%는 각각 비용과 입력량의 비율임을 유지한다."	"$0.68~0.97 추정 범위, 실측 토큰 아님, 비용/입력량 분모의 차이"	""
"OA-24"	"보통"	"구조"	"공개 문서 대조"	"정본과 해설"	"limitations.md:59; README.md:79"	"재현 방법 표가 앱 저장소 내부 경로만 제공하고 공개 독자가 실행할 입력·버전·명령·접근 범위를 안내하지 않는다."	"| 원문 raw | `com.remakeday/docs/review-verification/<date>-<experiment>/` |"	"“공개 스냅샷의 근거 위치”와 “독립 실행 가능한 공개 재현 묶음”을 구분한다. 공개 가능한 경우 고정 커밋·환경·러너 명령·비식별 입력 fixture·기대 산출물을 제공하고, 비공개인 원문 로그는 접근 불가 범위라고 명시한다. 비공개 경로나 데이터가 있다는 이유로 공개를 요구하지 않는다."	"기존 출처 경로와 개인정보·시나리오 비공개 경계"	""
"OA-27"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"해설·화면"	"prereg.md:1; prereg.md:11; prereg.md:13"	"게시일 기준 미실행·데이터 보기 전 고정이라는 주장을 확인할 게시일과 버전 정보가 페이지에 없다."	"게시일 기준으로 본 실험은"	"원문 바깥 안내에 최초 등록 일시(시간대 포함), 해당 커밋 또는 보존본, 상태 확인일을 연결한다. “데이터”가 기존 시스템 평가나 6판 관찰이 아니라 해당 Rationale A/B의 결과를 뜻하는지 저자가 확인해 설명한다. 없던 과거 날짜를 추정해 넣지 않는다."	"사전등록 원문 고정·실행 전 등록 취지"	""
"OA-28"	"보통"	"독해"	"공개 문서 대조"	"해설·화면"	"prereg.md:20; prereg.md:25; prereg.md:30; prereg.md:53; prereg.md:96; prereg.md:129"	"핵심 연구 질문·보조 측정·통제 결과값이 영어 중심이라 한국어 요약만으로 원 프로토콜과 대응하기 어렵다."	"How are different intervention strategies associated with subsequent understanding"	"원문 외부 해설에 “RQ1: AI 제안을 받고 직접 작성 대신 수용한 비율 / RQ2: 제안의 이유 유무와 수용률의 차이 / RQ3: 개입 전략과 이후 이해·부작용 인지의 관계”를 둔다. “Δ Understanding Score: 이해도 점수 변화”, “supported/contradicted/unknown: 기록이 뒷받침함/기록과 모순/기록만으로 판단 불가”, “극성 쌍: 같은 사건을 반대 방향으로 묻는 한 쌍”을 안내한다. 척도·문턱은 만들지 않는다."	"영문 연구 질문과 통제 ID·코드, 고정 프로토콜"	""
"OA-31"	"보통"	"구조"	"추가 출처 확인 필요"	"해설·화면"	"prereg.md:107; prereg.md:124; prereg.md:126"	"같은 미실행 사전등록에서 이미 사용한 시스템 통제와 합성 에이전트 사용 완료형 예시가 실제 완료 실험처럼 섞인다."	"Synthetic agents were used for hypothesis generation and system stress-testing,"	"원문 밖에 “2026-09-09 코퍼스 사용은 시스템 평가 기록이며 Rationale A/B 실행을 뜻하지 않는다”를 안내한다. 합성 에이전트 인용은 실제 수행 여부를 확인해 “선택적 파일럿의 보고 문구 예시” 또는 수행한 실험의 링크로 구분한다. 인용문 시제를 원문 안에서 고치지 않는다."	"기존 시스템 통제의 사용 이력, 합성 에이전트의 한계, 미실행 A/B"	""
"OA-32"	"보통"	"구조"	"추가 출처 확인 필요"	"해설·화면"	"prereg.md:129"	"선택적 합성·사람 비교의 방향성 보존이 어떤 결과·판정 규칙을 뜻하는지 정의되지 않았다."	"**방향성(directional regularity)의 보존**"	"원문 밖에서 비교할 변수·조건 차이의 부호·0이나 불확실한 결과 처리 규칙이 별도 등록됐는지 연결한다. 미정이면 “탐색 목적이며 보존 여부를 판정할 규칙은 아직 공개되지 않았다”로 안내하고 결과를 본 뒤 성공 기준을 새로 정해 기존 사전등록이라고 부르지 않는다."	"방향 비교의 목적, 인간 대체 검증과의 구분"	""
"OA-35"	"보통"	"수치·정의"	"연결된 원시 자료 대조"	"정본"	"lab-notes.md:18; lab-notes.md:19; experiments/model-selection.md:1689; experiments/model-selection.md:1732; docs/reviews/full-audit/raw-evidence.md:42"	"임베딩 요약에서 Qwen 차원 조건이 빠지고 Gemini의 모든 차원이 동일하다는 표현이 측정한 셀 범위를 넓힌다."	"0.955**(1024~3072 전 차원 동일)"	"Qwen 0.909에는 2560차원을 붙인다. 주 검토자가 대조한 RAW-04의 8개 파일에서는 3072차원은 초기 30문장 실행에 있고 검수 22문장 실행은 1024·1536·2560차원이다. 따라서 “검수 22문장에서 Gemini 1024·1536·2560의 top-1은 0.955로 같았다”로 세트와 셀을 명시한다. 별도 검수 3072차원 결과가 있다면 근거를 추가한다. 적중률 동일을 전체 순위 동일로 바꾸지 않는다."	"모델명·차원별 결과와 원 수치"	""
"OA-36"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"lab-notes.md:16; experiments/human-observations.md:139"	"추천 순위 오류가 채점·게이트에 무해하다는 설명이 사람의 선택에 미치는 영향을 가린다."	"플레이어가 고르는 추천이라 틀려도 채점·
  게이트에 무해"	"“추천 순위는 채점·게이트 계산에 직접 쓰이지 않는다. 다만 제시된 후보는 사람의 선택에 영향을 줄 수 있어 이 변경 이후의 행동 관찰은 기구 버전을 구분한다”로 직접 계산 경로와 관찰 영향의 차이를 설명한다. 직접 영향 경로는 구현 확인을 전제로 한다."	"추천 전용 임베딩이라는 설계, 폴백 동작"	""
"OA-37"	"보통"	"주장 범위"	"공개 문서 대조"	"정본"	"lab-notes.md:20; lab-notes.md:24; experiments/model-selection.md:1706"	"한 문장의 공통 오답과 3회 동일 결과를 모델 전체의 공통 한계·일반 결정론으로 확장한다."	"전부
  ""들은 것을 그대로 전한다"")는 모델 공통 한계."	"“이 검수 세트에서 여섯 셀이 공통으로 틀린 사례”라고 범위를 붙인다. 반복은 “이 입력·설정의 3회에서 결과가 같았다”로 설명한다. 임베딩 알고리즘의 결정론을 주장하려면 서버·모델·전처리 고정 조건과 근거를 따로 제시한다."	"공통 오답 원문과 반복 3회 일치 관측"	""
"OA-38"	"보통"	"구조"	"공개 문서 대조"	"정본과 해설"	"lab-notes.md:29"	"A.19 후속 과제 닫음이라는 불릿 제목 바로 뒤에 제출 조합의 남은 평가가 있다."	"**A.19 후속 과제 닫음**"	"제목을 “A.19 출력 상한 처리 결함 수정”으로 좁히고 다음 문장은 “남은 평가: 원숭이손·채점 캘리브레이션·누설. 최종 시나리오 뒤 실행 예정”으로 나눈다. 이미 끝난 코드 수정과 미실행 평가를 별도 상태로 표시한다."	"결정적 절단 수정 성과와 남은 평가 목록"	""
"OA-39"	"보통"	"독해"	"공개 문서 대조"	"정본과 해설"	"lab-notes.md:15; lab-notes.md:50; lab-notes.md:71; lab-notes.md:89; lab-notes.md:97; lab-notes.md:107"	"연구노트 불릿이 긴 문장·내부 약어·식별자에 압축되어 결과와 조건을 함께 읽기 어렵다."	"신의 개입에서 직접 쓴
  규칙이 거부됐을 때 주는 대안 3개의 순위"	"날짜별 불릿은 유지하고 각 실험을 “무엇을 비교했나. 어떤 조건에서 무엇이 나왔나. 무엇을 결정했고 무엇이 남았나”의 2~3문장으로 나눈다. top-1/3는 “정답이 1위/상위 3개 안에 든 비율”, 골든은 “기준 답을 정한 평가 문장”, 동주는 “모델을 GPU 메모리에 함께 유지”, 폴백은 “실패 시 대체 처리”라고 첫 등장에 풀이한다. E6/E7·F5·RM1·정책 ID는 원문 앵커를 연결한다."	"연구노트 장르·날짜·수치·모델명·실험 ID, 목록 자체는 유지"	""
"OA-40"	"보통"	"주장 범위"	"추가 출처 확인 필요"	"정본"	"lab-notes.md:57; lab-notes.md:60; experiments/model-selection.md:1484"	"재측정 성능 변화의 원인을 VRAM 경합 잡음으로 요약하지만 채점기·프롬프트 설정·생성 응답 등의 변화 분리가 필요하다."	"1차(gemma3) Haiku 2/5·3/5는 VRAM 경합 잡음으로 판단."	"현재처럼 “판단”이라는 유보는 유지하되 “VRAM 경합과 파싱 문제의 영향으로 해석했다. 다만 조건을 고정해 원인을 하나씩 분리한 비교는 별도 확인이 필요하다”를 붙인다. 동일 입력 20건 재채점 19/20과 새 응답을 생성한 4/5 재측정은 다른 실험이므로 근거를 나눠 연결한다."	"경합 관찰, 파싱 문제, 19/20과 4/5 결과, 원인 추정의 강도"	""
"OA-41"	"보통"	"독해"	"추가 출처 확인 필요"	"정본과 해설"	"lab-notes.md:36; lab-notes.md:50; lab-notes.md:60; lab-notes.md:93; lab-notes.md:103; lab-notes.md:109"	"n과 게이트 분수의 단위가 날짜별 짧은 기록에서 달라져 반복 횟수·문항 수·판수를 혼동하기 쉽다."	"E6 formal: 정책 ON/OFF × 5모델 × n=5."	"n=1은 “5회차 self-play 1판”, n=3은 “같은 통제 세트 3회 반복”, 4/5는 “정책 평가 5항목 중 4항목 통과”처럼 단위를 바로 붙인다. E6 formal·5-loop 기록에는 조건별 산출물 링크와 완료/설계 상태를 붙이고 EGR 0/12→11/12가 무엇의 성공 건수인지 정의한다. 확인하지 않은 실험 단위는 추정하지 않는다."	"n·분수·실험의 크기와 기존 결론"	""
"OA-42"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"lab-notes.md:113"	"DB 스냅샷의 3.1%가 판·루프·밤 제출 중 어느 분모인지 명시되지 않았다."	"attempt 66 / loop 81 / 밤 제출 65, 통과율 3.1%"	"당시 스냅샷에서 성공 정의와 분자·분모를 확인해 “밤 제출 X/65건 통과(3.1%)”처럼 적는다. 반올림값으로 분자 2를 추측해 넣지 않는다. 해당 스냅샷에는 사람·자동이 섞였는지도 밝혀 사람의 성공률로 읽히지 않게 한다."	"66·81·65·3.1% 역사 기록, 근거 부족 결론을 기각한 사실"	""
"OA-44"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/human-observations.md:34; experiments/human-observations.md:39"	"전수 분류표가 한 행만 나머지 활동 판이라고 적어 248판 합계와 범주 중복을 확인하기 어렵다."	"| 초기 개발기 · 미분류 | 나머지 활동 판 |"	"범주가 상호 배타적이고 248판 전체를 덮는지 확인한다. 그렇다면 미분류는 248−(5+1+5+9+178)=50판이므로 확인 후 50을 쓰고 총계 248행을 붙인다. 활동/빈 판 정의와 날짜 경계도 같은 스냅샷 기준임을 밝힌다."	"기존 각 범주 수치와 사람 확정·유력·미상 구분"	""
"OA-45"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/human-observations.md:48; experiments/human-observations.md:54; experiments/human-observations.md:58"	"유력 1판이 포함된 수치를 해석할 때 확정 5판만의 값과 같은 판 반복 선택의 집중도를 확인할 수 없다."	"사전에 고정해 둔 식별 규칙이 사후 판별을"	"유력 판을 확정으로 올리지 않고, 공개 가능한 세션별 선택 건수와 확정 5판만의 보조 집계를 확인해 추가한다. 식별 규칙의 원 작성 시점과 접속 기록의 연결 근거를 보존하고 규칙 부합이 신원 확정은 아니라는 주석을 붙인다. 통계적 경향 주장을 새로 추가하지 않는다."	"6판 본 집계, 5+1 판정 등급, 기존 수치와 탐색적 목적"	""
"OA-46"	"보통"	"수치·정의"	"공개 문서 대조"	"정본"	"experiments/human-observations.md:56; experiments/human-observations.md:60; experiments/human-observations.md:86"	"rules.source는 적용된 규칙의 출처인데 이를 제안 수용률과 같은 측정으로 읽을 위험이 있다."	"규칙 적용 20건의 출처 분해 (`rules.source` 기준):"	"표 앞에 “14/20은 적용된 규칙의 출처 비율이며, 제시된 모든 제안 중 수락한 비율은 원숭이손의 6/9로 별도 계산했다”를 붙인다. 직접 작성 뒤 서버가 의미를 바꾼 기록도 source 분류에는 남을 수 있으므로 사용자 선택 출처와 실제 적용 내용의 일치 여부를 별도 검증한다고 안내한다."	"rules.source 기반 집계와 14/20·6/20·6/9 분모"	""
"OA-47"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/human-observations.md:63"	"신의 질문 12회와 0회가 판별 값인지 기간 합계인지 불분명하고 완주라는 말도 회차와 판을 섞는다."	"9/09~14 완주 판은 12회 소진, 9/15 판은 0회"	"판 ID별 질문 사용/기회 수를 확인해 “각 판 12회” 또는 “해당 판들을 합쳐 12회” 중 실제 뜻을 적는다. 제공 기회가 4회차×3인지 등은 추정하지 않는다. 바로 아래 5루프 완주 3판의 ID도 연결하여 표의 모집단을 맞춘다."	"12회·0회 관측값, 날짜 구분"	""
"OA-50"	"보통"	"독해"	"추가 출처 확인 필요"	"정본과 해설"	"lab-notes.md:76; experiments/human-observations.md:98; experiments/human-observations.md:111"	"0468b70c를 판 완주라고도 쓰고 1회차 완주라고도 써 5회차 게임 완주와 혼동된다."	"판 0468b70c 완주"	"“0468b70c: 1회차 밤 제출까지 완료”로 동일하게 표기하고 게임의 판 종료·회차 완료·5회차 완주를 구분하는 용어를 정한다. 실제 종료 이벤트가 있으면 그 상태를 명시하되 5회차 완주로 넓히지 않는다."	"해당 사례의 제출·채점 기록, Tester 6의 5회차 완주"	""
"OA-51"	"보통"	"주장 범위"	"공개 문서 대조"	"정본"	"lab-notes.md:77; experiments/human-observations.md:100"	"단일 11자 제출의 점수를 최소 제출 하한이라고 일반화한다."	"**최소 제출의 하한 실측**이다."	"“11자 단문 제출 한 건이 8.8점으로 채점된 사례다”로 관측을 기술한다. 입력 길이의 최소 허용값이나 가능한 최저 점수를 뜻한다면 별도 경계값 테스트와 정의를 제시한다. 원 참가자 제출문은 오탈자·쉼표를 포함해 그대로 보존한다."	"11자·cause-1 25.0·총점 8.8·fail 및 실제 인용"	""
"OA-53"	"보통"	"독해"	"추가 출처 확인 필요"	"정본과 해설"	"experiments/human-observations.md:27; experiments/human-observations.md:117"	"Understanding 변화라는 측정 이름과 총점·cause/motive/identity/side_effect 표 사이의 대응·단위·가중치가 없다."	"| 회차 | 총점 | cause | motive | identity | side_effect | 제출문 | 탭한 근거 |"	"표 앞에서 총점은 게임 채점 결과임을 밝히고 네 하위 점수의 공개 가능한 한국어 뜻, 범위, 총점 계산식, 반올림, 탭한 근거의 단위(중복 포함 여부)를 출처로 연결한다. 총점이 검증된 이해도 척도인지 확인 전에는 “게임 총점 변화”로 해설한다. 0을 부작용 미인지로 읽지 않는 경고를 표 바로 아래 둔다."	"모든 점수·행·필드명, 인과·학습 과잉 해석 금지"	""
"OA-55"	"보통"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/human-observations.md:148; experiments/human-observations.md:150"	"동일 266자라는 길이 정보만으로 제출문 동일을 입증하지 못하며 중복 177건을 이전 회차 반복으로 귀속하는 기준도 빠져 있다."	"관찰 기록 264건 중 서로 다른 문장은 87건이었다."	"제출문 동일은 길이와 별도로 내용 해시/비교 여부를 밝혀 검증한다. 264−87=177건(약 67%)은 정확 일치·정규화 등 중복 판정 기준을 명시하고 이전 회차에서 넘어온 중복인지 같은 회차 반복인지 구분한다. 검증 전에는 “중복 문장 177건”까지만 쓰며 단조 잠금·UI 부담 경고는 보존한다."	"266자·94.2·264·87·약 2/3, 채점 안정성 증거로 쓰지 않음"	""
"OA-57"	"보통"	"독해"	"공개 문서 대조"	"해설·화면"	"prereg.md:116; experiments/human-observations.md:166"	"관찰 결과가 아닌 보고 문구 예시가 발췌되면 이미 얻은 결과로 읽힐 수 있다."	"직접 작성 선택과 이후 이해도 상승 사이에 더 큰 연관성이 관찰되었다"	"사람 관찰의 예시 앞에 “실제 분석에서 뒷받침될 때 사용할 서술 예시이며 현재 결과가 아니다”를 붙인다. prereg 영문 예시는 고정 원문 밖에 “결과 보고 문구 예시; A/B는 아직 미실행”이라고 표시한다. 유의하지 않음/증거 부족을 효과 없음으로 바꾸지 않는다."	"인과와 연관성의 구별·음성 결과도 보고한다는 원칙·고정 사전등록"	""
"PR-02"	"보통"	"독해"	"추가 출처 확인 필요"	"해설·화면"	"_data/reading.yml:14; _data/reading.yml:41; _includes/research/figures/model-selection.html:16; _includes/research/glossary.html:1"	"요약층에서 러너·Scenario Director·GPU 동주가 설명 없이 나오며 공통 용어집에도 없다. 검수 주체를 사람으로 오해할 가능성도 있다."	"모델 교체도 같은 러너와 통과 기준으로 다시 확인했습니다."	"러너는 “평가 실행 프로그램”으로 풀고, GPU 동주는 “여러 모델을 같은 GPU 메모리에 함께 올리는 조건”으로 설명한다. Scenario Director는 실제 검수 역할·사람/에이전트 여부와 판단 책임을 확인한 뒤 첫 용례에 설명한다. 역할 이름을 임의로 “전문가 검수”로 바꾸지 않는다. 공통 용어집은 유지하고 필요한 용어를 해당 페이지에서 먼저 푼다."	"검수 주체의 고유명사, 절차, 모델 역할 구분"	""
"PR-03"	"보통"	"독해"	"공개 문서 대조"	"해설·화면"	"_data/reading.yml:55; _includes/research/figures/human-observations.html:22"	"관찰 점수는 별도 연구 척도처럼 보이고, 단조 잠금이라는 내부 용어가 그래프 제목·설명에 먼저 나온다."	"Tester 6의 회차별 관찰 점수"	"제목과 SVG title을 “Tester 6의 회차별 게임 총점”으로 맞춘다. “단조 잠금” 첫 용례를 “앞 회차에서 인정된 문장이 그대로 남아 있으면 해당 판정을 낮추지 않는 처리(단조 잠금)”로 풀이한다. 무조건 총점을 보장하는 처리로 설명하지 않는다. 3–5회차의 동일한 266자 제출문과 해당 판정 하락 방지 설명, 학습·채점 안정성으로 해석할 수 없다는 제한을 유지한다."	"8.8→64.2→94.2→94.2→94.2, 사례 분리, 같은 제출문 및 기구 변경의 한계"	""
"PR-06"	"보통"	"구조"	"공개 문서 대조"	"해설·화면"	"_layouts/page.html:4; _includes/sidebar.html:1; assets/js/app.js:65; assets/js/app.js:82"	"상세 모델 기록의 모든 h2/h3가 같은 탐색 구조에 나와 현재 결정·평가 방법·과거 기록을 구분하기 어렵다. 본문 보존과 별개로 읽는 순서를 안내할 필요가 있다."	"이 페이지 목차"	"Exp 1 첫머리에 “현재 결정 → 평가 방법 → 역할별 근거 → 날짜별 변경”의 네 경로를 둔다. 전체 목차는 유지하되 날짜별 부록은 묶고 핵심 절로 먼저 이동하게 한다. 원문 절을 숨기거나 제거해서 분량을 줄이지 않는다."	"526개 Exp 1 검토 단위에 해당하는 상세 기록 및 기존 해시 링크"	""
"PR-08"	"보통"	"독해"	"공개 문서 대조"	"해설·화면"	"_data/reading.yml:55; _includes/research/figures/human-observations.html:1; experiments/human-observations.md:59"	"AI 개입 수락과 AI 추천 선택의 횟수·분모는 명확하지만 처음 읽는 사람에게 두 선택이 언제 발생하는지 설명이 없다."	"기존 집계에서는 AI 개입 수락, AI 추천 선택, 직접 작성을 서로 나누어 셌습니다."	"그림 옆에 각 선택이 나타나는 화면·이벤트를 한 줄씩 정의하고 직접 작성과 구분한다. 정확한 이벤트 매핑은 Exp 2의 분류 기준과 대조해 적는다. 6판의 선택 20회라는 분모와 6+8+6은 그대로 유지한다."	"20회, AI 계열 14회, 세 분류 및 혼합 기구 버전 경고"	""
"MD-09"	"낮음"	"수치·정의"	"추가 출처 확인 필요"	"정본"	"experiments/model-selection.md:1098; experiments/model-selection.md:1062"	"A.11 날짜 2026-09-14는 월요일인데 추록은 일요일 13시대라고 한다. 날짜 또는 측정 요일 중 하나가 맞지 않는다."	"시점 한정 측정(일요일 13시대"	"실험 파일 타임스탬프의 시간대와 원문 작성 날짜를 확인한 뒤 요일 또는 날짜를 정정한다. 어느 쪽도 임의로 선택하지 않는다."	"원문 실험 시점·시점 한정이라는 제한"	""
"MD-68"	"낮음"	"문체"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:999; experiments/model-selection.md:1001; experiments/model-selection.md:1003; experiments/model-selection.md:1007; experiments/model-selection.md:1074; experiments/model-selection.md:1094; experiments/model-selection.md:1152; experiments/model-selection.md:1181; experiments/model-selection.md:1200; experiments/model-selection.md:1242; experiments/model-selection.md:1266; experiments/model-selection.md:1279; experiments/model-selection.md:1293; experiments/model-selection.md:1308; experiments/model-selection.md:1396; experiments/model-selection.md:1440; experiments/model-selection.md:1465; experiments/model-selection.md:1596; experiments/model-selection.md:1671; experiments/model-selection.md:1739; experiments/model-selection.md:1781"	"연결어미 직후 쉼표가 반복된다. im-not-ai C-11에 직접 매핑되며 대부분 쉼표 하나만 삭제해 의미·격식·수치를 보존할 수 있다. 실제 발화 인용의 쉼표는 제외한다."	"후보와 NPC가 동시 상주했고, 부분 CPU 오프로드도 0이다."	"“후보와 NPC가 동시 상주했고 부분 CPU 오프로드도 0이다.”처럼 이고,/보이며,/했고, 뒤 쉼표만 국소 삭제한다. 1236행 “알 수 있고, 준비할 수 있잖아”와 1266행 인용 “활동하고, 그로 인해”는 실제 발화라 그대로 둔다. 내용 정정과 별도 검토 단위로 취급한다."	"접속 관계·문장 격식·수치·유보 강도·발화 인용·기술 용어"	"C-11"
"MF-25"	"낮음"	"독해"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:495; experiments/model-selection.md:505"	"metrics.yml 형식 예시가 날짜 placeholder를 포함하긴 하지만 pca1.0·egr0.92·비열등true 등 실험값처럼 보이는 수치를 싣는다. 원시 결과 예시와 혼동될 수 있다."	"""non_inferior_to_baseline"": true"	"코드 바로 위에 「아래는 키 형식을 보이는 가상 예시이며 실측 결과가 아니다」를 붙인다. 예시 코드의 키와 숫자는 유지하고 실제 레코드 링크를 별도로 둔다."	"YAML 스키마·예시값·필드 규칙."	""
